Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu May 09 2024,SPXW240509C05015000,0,0,111.1,111.7,0,0.1636,0.6142,0.0019,0,5015.00,SPXW240509P05015000,0,0,56.3,56.7,0,0.1639,-0.3863,0.0019,0
Thu May 09 2024,SPXW240509C05020000,111.19,-5.66,107.8,108.4,2,0.1629,0.6052,0.0019,5,5020.00,SPXW240509P05020000,62.7,0,57.9,58.4,0,0.1632,-0.3953,0.0019,11
Thu May 09 2024,SPXW240509C05025000,116.36,0,104.5,105.1,0,0.1621,0.5961,0.0019,2,5025.00,SPXW240509P05025000,57.54,0,59.6,60.1,0,0.1624,-0.4044,0.0019,22
Thu May 09 2024,SPXW240509C05030000,0,0,101.3,101.9,0,0.1614,0.5869,0.0019,0,5030.00,SPXW240509P05030000,38.35,0,61.4,61.9,0,0.1618,-0.4136,0.0019,16
Thu May 09 2024,SPXW240509C05035000,111.87,0,98.2,98.7,0,0.1606,0.5775,0.0019,1,5035.00,SPXW240509P05035000,0,0,63.2,63.6,0,0.1609,-0.423,0.0019,0
Thu May 09 2024,SPXW240509C05040000,0,0,95,95.6,0,0.1598,0.568,0.002,0,5040.00,SPXW240509P05040000,70.15,0,65,65.5,0,0.1602,-0.4325,0.002,106
Thu May 09 2024,SPXW240509C05045000,106.16,0,92,92.5,0,0.1592,0.5584,0.002,0,5045.00,SPXW240509P05045000,0,0,66.9,67.4,0,0.1595,-0.4421,0.002,0
Thu May 09 2024,SPXW240509C05050000,99,0,88.9,89.4,0,0.1584,0.5487,0.002,8,5050.00,SPXW240509P05050000,62.57,-6.98,68.8,69.3,2,0.1587,-0.4518,0.002,174
Thu May 09 2024,SPXW240509C05055000,144.89,0,85.9,86.4,0,0.1576,0.5389,0.002,1,5055.00,SPXW240509P05055000,0,0,70.8,71.3,0,0.1579,-0.4616,0.002,0
Thu May 09 2024,SPXW240509C05060000,82.9,-8.35,83,83.5,2,0.1569,0.5289,0.002,6,5060.00,SPXW240509P05060000,66.24,-7.21,72.8,73.4,2,0.1571,-0.4716,0.002,64
Thu May 09 2024,SPXW240509C05065000,0,0,80.1,80.6,0,0.1562,0.5189,0.002,0,5065.00,SPXW240509P05065000,52.42,0,74.9,75.4,0,0.1564,-0.4816,0.002,1
Thu May 09 2024,SPXW240509C05070000,88.48,3.13,77.2,77.7,1,0.1554,0.5087,0.002,5,5070.00,SPXW240509P05070000,49.38,0,77.1,77.6,0,0.1558,-0.4918,0.002,8
Thu May 09 2024,SPXW240509C05075000,0,0,74.4,74.9,0,0.1547,0.4985,0.0021,0,5075.00,SPXW240509P05075000,72.51,-7.04,79.3,79.8,1,0.155,-0.502,0.0021,353
Thu May 09 2024,SPXW240509C05080000,0,0,71.7,72.2,0,0.154,0.4882,0.0021,0,5080.00,SPXW240509P05080000,86.53,0,81.5,82,0,0.1543,-0.5123,0.0021,8
Thu May 09 2024,SPXW240509C05085000,0,0,69,69.5,0,0.1532,0.4778,0.0021,0,5085.00,SPXW240509P05085000,49.7,0,83.8,84.3,0,0.1535,-0.5227,0.0021,2
Thu May 09 2024,SPXW240509C05090000,142.9,0,66.4,66.9,0,0.1526,0.4673,0.0021,2,5090.00,SPXW240509P05090000,82.86,0,86.1,86.7,0,0.1529,-0.5332,0.0021,50
Thu May 09 2024,SPXW240509C05095000,129.59,0,63.8,64.3,0,0.1518,0.4567,0.0021,1,5095.00,SPXW240509P05095000,85.9,0,88.5,89.1,0,0.1522,-0.5438,0.0021,2
Thu May 09 2024,SPXW240509C05100000,72.48,3.68,61.3,61.8,1,0.1512,0.4461,0.0021,259,5100.00,SPXW240509P05100000,101.18,0,91,91.6,0,0.1513,-0.5544,0.0021,264
Fri May 10 2024,SPXW240510C05005000,184,0,119.9,120.4,0,0.1654,0.6294,0.0018,1,5005.00,SPXW240510P05005000,50.44,-5.81,55,55.4,1,0.1658,-0.3711,0.0018,277
Fri May 10 2024,SPXW240510C05010000,120.9,-4.55,116.4,116.9,1,0.1647,0.6209,0.0018,77,5010.00,SPXW240510P05010000,56.15,0,56.5,57,0,0.165,-0.3797,0.0018,519
Fri May 10 2024,SPXW240510C05015000,120.9,0,113.1,113.6,0,0.1638,0.6122,0.0018,20,5015.00,SPXW240510P05015000,53,-6.35,58.2,58.6,2,0.1643,-0.3883,0.0018,229
Fri May 10 2024,SPXW240510C05020000,114.73,0,109.7,110.2,0,0.1631,0.6034,0.0018,45,5020.00,SPXW240510P05020000,59.61,-1.34,59.8,60.3,55,0.1634,-0.3971,0.0018,449
Fri May 10 2024,SPXW240510C05025000,106.7,-8.6,106.5,107,20,0.1623,0.5945,0.0019,24,5025.00,SPXW240510P05025000,61.8,-0.75,61.5,62,20,0.1627,-0.4061,0.0019,1459
Fri May 10 2024,SPXW240510C05030000,109.5,0,103.2,103.8,0,0.1616,0.5854,0.0019,29,5030.00,SPXW240510P05030000,61.4,-2.85,63.3,63.7,10,0.162,-0.4151,0.0019,457
Fri May 10 2024,SPXW240510C05035000,102.6,-6.2,100.1,100.6,1,0.1609,0.5763,0.0019,24,5035.00,SPXW240510P05035000,58.1,-7.9,65.1,65.5,3,0.1613,-0.4243,0.0019,290
Fri May 10 2024,SPXW240510C05040000,96.73,-8.87,97,97.4,12,0.1602,0.567,0.0019,93,5040.00,SPXW240510P05040000,65.6,-2.15,66.9,67.4,38,0.1604,-0.4335,0.0019,576
Fri May 10 2024,SPXW240510C05045000,102.3,0,93.9,94.3,0,0.1594,0.5576,0.0019,20,5045.00,SPXW240510P05045000,61.3,-8.25,68.8,69.2,4,0.1597,-0.4429,0.0019,57
Fri May 10 2024,SPXW240510C05050000,95.16,0,90.9,91.3,0,0.1586,0.5481,0.002,785,5050.00,SPXW240510P05050000,72.55,1.1,70.7,71.2,14,0.1589,-0.4524,0.002,2437
Fri May 10 2024,SPXW240510C05055000,95.03,0,87.9,88.3,0,0.1579,0.5385,0.002,24,5055.00,SPXW240510P05055000,75.6,0,72.7,73.2,0,0.1582,-0.4621,0.002,231
Fri May 10 2024,SPXW240510C05060000,87.93,-5.27,84.9,85.3,9,0.1572,0.5288,0.002,144,5060.00,SPXW240510P05060000,74.7,-0.6,74.7,75.2,17,0.1575,-0.4718,0.002,264
Fri May 10 2024,SPXW240510C05065000,92.9,0,81.9,82.4,0,0.1565,0.5189,0.002,31,5065.00,SPXW240510P05065000,74.7,-2.6,76.8,77.3,10,0.1567,-0.4816,0.002,228
Fri May 10 2024,SPXW240510C05070000,91.2,3.9,79.1,79.6,5,0.1557,0.509,0.002,68,5070.00,SPXW240510P05070000,77.3,0,78.9,79.4,0,0.156,-0.4915,0.002,305
Fri May 10 2024,SPXW240510C05075000,89.9,0,76.3,76.8,0,0.155,0.499,0.002,43,5075.00,SPXW240510P05075000,73.4,-8,81.1,81.6,8,0.1553,-0.5015,0.002,308
Fri May 10 2024,SPXW240510C05080000,75.04,-6.46,73.6,74.1,205,0.1543,0.4889,0.002,108,5080.00,SPXW240510P05080000,82.1,-1.45,83.3,83.8,20,0.1546,-0.5116,0.002,296
Fri May 10 2024,SPXW240510C05085000,70.8,-7.95,70.9,71.4,25,0.1536,0.4788,0.002,24,5085.00,SPXW240510P05085000,76,-9.75,85.6,86.1,2,0.1539,-0.5218,0.002,239
Fri May 10 2024,SPXW240510C05090000,79.4,3.4,68.2,68.7,2,0.1529,0.4685,0.002,21,5090.00,SPXW240510P05090000,77.8,-10.2,88,88.5,5,0.1531,-0.532,0.002,198
Fri May 10 2024,SPXW240510C05095000,73.6,0,65.6,66.1,0,0.1521,0.4582,0.002,36,5095.00,SPXW240510P05095000,94.9,0,90.4,90.9,0,0.1524,-0.5423,0.002,121
Fri May 10 2024,SPXW240510C05100000,65.53,-5.12,63.1,63.6,9,0.1515,0.4479,0.002,175,5100.00,SPXW240510P05100000,93,0.4,92.8,93.3,7,0.1518,-0.5527,0.002,491
Mon May 13 2024,SPXW240513C05005000,138.02,6.57,122.4,123,10,0.16,0.6275,0.0017,0,5005.00,SPXW240513P05005000,57.36,-0.59,56.7,57.3,1,0.1602,-0.3727,0.0017,0
Mon May 13 2024,SPXW240513C05010000,172.31,0,119,119.6,0,0.1592,0.6192,0.0018,2,5010.00,SPXW240513P05010000,59.85,0,58.3,58.9,0,0.1595,-0.381,0.0018,16
Mon May 13 2024,SPXW240513C05015000,0,0,115.6,116.3,0,0.1585,0.6108,0.0018,0,5015.00,SPXW240513P05015000,60.3,-0.75,59.9,60.5,2,0.1587,-0.3895,0.0018,0
Mon May 13 2024,SPXW240513C05020000,121.7,0,112.3,112.9,0,0.1578,0.6022,0.0018,80,5020.00,SPXW240513P05020000,65.52,0,61.6,62.2,0,0.158,-0.398,0.0018,10
Mon May 13 2024,SPXW240513C05025000,109.11,-8.74,109,109.7,2,0.1571,0.5936,0.0018,1,5025.00,SPXW240513P05025000,67.05,0,63.3,63.9,0,0.1572,-0.4067,0.0018,24
Mon May 13 2024,SPXW240513C05030000,162.29,0,105.8,106.4,0,0.1563,0.5848,0.0018,1,5030.00,SPXW240513P05030000,67.32,0,65,65.6,0,0.1565,-0.4155,0.0018,101
Mon May 13 2024,SPXW240513C05035000,116.12,0,102.6,103.2,0,0.1556,0.5759,0.0018,1,5035.00,SPXW240513P05035000,0,0,66.8,67.4,0,0.1558,-0.4244,0.0018,0
Mon May 13 2024,SPXW240513C05040000,172.36,0,99.4,100.1,0,0.1548,0.5669,0.0019,9,5040.00,SPXW240513P05040000,69.47,0,68.6,69.3,0,0.155,-0.4334,0.0019,51
Mon May 13 2024,SPXW240513C05045000,0,0,96.3,97,0,0.1541,0.5577,0.0019,0,5045.00,SPXW240513P05045000,80,0,70.5,71.1,0,0.1544,-0.4422,0.0019,2
Mon May 13 2024,SPXW240513C05050000,98.15,0,93.3,93.9,0,0.1533,0.5485,0.0019,5,5050.00,SPXW240513P05050000,70.58,-2.57,72.4,73.1,5,0.1536,-0.4518,0.0019,37
Mon May 13 2024,SPXW240513C05055000,0,0,90.3,90.9,0,0.1526,0.5391,0.0019,0,5055.00,SPXW240513P05055000,77.43,0,74.4,75,0,0.1529,-0.4611,0.0019,10
Mon May 13 2024,SPXW240513C05060000,101.48,0,87.3,87.9,0,0.152,0.5297,0.0019,28,5060.00,SPXW240513P05060000,81,0,76.4,77.1,0,0.1522,-0.4706,0.0019,48
Mon May 13 2024,SPXW240513C05065000,86,0,84.4,85,0,0.1512,0.5201,0.0019,2,5065.00,SPXW240513P05065000,82.4,0,78.5,79.1,0,0.1515,-0.4801,0.0019,1
Mon May 13 2024,SPXW240513C05070000,94.54,4.84,81.5,82.1,20,0.1506,0.5105,0.0019,25,5070.00,SPXW240513P05070000,75.31,0,80.6,81.2,0,0.1508,-0.4898,0.0019,27
Mon May 13 2024,SPXW240513C05075000,94.7,0,78.7,79.3,0,0.1498,0.5008,0.002,22,5075.00,SPXW240513P05075000,90.16,0,82.8,83.4,0,0.15,-0.4995,0.002,54
Mon May 13 2024,SPXW240513C05080000,83.15,0,75.9,76.6,0,0.1492,0.491,0.002,4,5080.00,SPXW240513P05080000,83.9,0,85,85.6,0,0.1493,-0.5093,0.002,14
Mon May 13 2024,SPXW240513C05085000,0,0,73.3,73.9,0,0.1485,0.4811,0.002,0,5085.00,SPXW240513P05085000,0,0,87.2,87.9,0,0.1486,-0.5192,0.002,0
Mon May 13 2024,SPXW240513C05090000,78.75,0,70.6,71.2,0,0.1477,0.4711,0.002,59,5090.00,SPXW240513P05090000,70.02,0,89.5,90.2,0,0.1479,-0.5291,0.002,22
Mon May 13 2024,SPXW240513C05095000,0,0,68,68.6,0,0.1471,0.4611,0.002,0,5095.00,SPXW240513P05095000,0,0,91.9,92.6,0,0.1472,-0.5392,0.002,0
Mon May 13 2024,SPXW240513C05100000,73.8,0,65.4,66,0,0.1463,0.451,0.002,25,5100.00,SPXW240513P05100000,95.55,0,94.3,95,0,0.1466,-0.5492,0.002,406
Tue May 14 2024,SPXW240514C05005000,0,0,124.3,125,0,0.1605,0.6257,0.0017,0,5005.00,SPXW240514P05005000,0,0,58.4,59,0,0.1606,-0.3745,0.0017,0
Tue May 14 2024,SPXW240514C05010000,124.24,0,120.9,121.6,0,0.1598,0.6176,0.0017,2,5010.00,SPXW240514P05010000,67.55,0,60,60.6,0,0.1599,-0.3827,0.0017,38
Tue May 14 2024,SPXW240514C05015000,0,0,117.5,118.2,0,0.159,0.6093,0.0017,0,5015.00,SPXW240514P05015000,0,0,61.6,62.2,0,0.1592,-0.3909,0.0017,0
Tue May 14 2024,SPXW240514C05020000,194.23,0,114.2,114.9,0,0.1583,0.6009,0.0018,2,5020.00,SPXW240514P05020000,71,0,63.2,63.9,0,0.1584,-0.3993,0.0018,6
Tue May 14 2024,SPXW240514C05025000,0,0,110.9,111.6,0,0.1575,0.5924,0.0018,0,5025.00,SPXW240514P05025000,73.28,0,65,65.6,0,0.1577,-0.4078,0.0018,11
Tue May 14 2024,SPXW240514C05030000,0,0,107.8,108.4,0,0.1569,0.5838,0.0018,0,5030.00,SPXW240514P05030000,44.9,0,66.7,67.3,0,0.157,-0.4164,0.0018,4
Tue May 14 2024,SPXW240514C05035000,0,0,104.6,105.2,0,0.1561,0.5751,0.0018,0,5035.00,SPXW240514P05035000,0,0,68.5,69.1,0,0.1563,-0.4251,0.0018,0
Tue May 14 2024,SPXW240514C05040000,104.1,0,101.4,102.1,0,0.1554,0.5663,0.0018,19,5040.00,SPXW240514P05040000,47.17,0,70.3,71,0,0.1555,-0.434,0.0018,10
Tue May 14 2024,SPXW240514C05045000,0,0,98.3,99,0,0.1547,0.5573,0.0018,0,5045.00,SPXW240514P05045000,0,0,72.2,72.8,0,0.1548,-0.4429,0.0018,0
Tue May 14 2024,SPXW240514C05050000,101.18,0,95.2,95.9,0,0.154,0.5483,0.0018,2,5050.00,SPXW240514P05050000,79.98,0,74.1,74.8,0,0.1541,-0.452,0.0018,1361
Tue May 14 2024,SPXW240514C05055000,0,0,92.2,92.9,0,0.1533,0.5391,0.0019,0,5055.00,SPXW240514P05055000,0,0,76.1,76.7,0,0.1534,-0.4611,0.0019,0
Tue May 14 2024,SPXW240514C05060000,102.84,0,89.3,89.9,0,0.1526,0.5302,0.0019,2,5060.00,SPXW240514P05060000,89.04,0,78.1,78.7,0,0.1527,-0.4703,0.0019,76
Tue May 14 2024,SPXW240514C05065000,0,0,86.3,87,0,0.1519,0.5206,0.0019,0,5065.00,SPXW240514P05065000,0,0,80.2,80.8,0,0.152,-0.4797,0.0019,0
Tue May 14 2024,SPXW240514C05070000,89.43,0,83.5,84.2,0,0.1511,0.5111,0.0019,1,5070.00,SPXW240514P05070000,80.3,0,82.3,82.9,0,0.1513,-0.4891,0.0019,9
Tue May 14 2024,SPXW240514C05075000,100,0,80.6,81.3,0,0.1505,0.5016,0.0019,5,5075.00,SPXW240514P05075000,83.15,-1.5,84.4,85.1,5,0.1506,-0.4986,0.0019,15
Tue May 14 2024,SPXW240514C05080000,87,0,77.9,78.6,0,0.1498,0.492,0.0019,6,5080.00,SPXW240514P05080000,85.5,0,86.7,87.3,0,0.1499,-0.5082,0.0019,33
Tue May 14 2024,SPXW240514C05085000,0,0,75.2,75.8,0,0.1491,0.4824,0.0019,0,5085.00,SPXW240514P05085000,0,0,88.9,89.5,0,0.1492,-0.5179,0.0019,0
Tue May 14 2024,SPXW240514C05090000,82.02,0,72.5,73.1,0,0.1484,0.4726,0.0019,44,5090.00,SPXW240514P05090000,85.75,0,91.2,91.9,0,0.1485,-0.5276,0.0019,13
Tue May 14 2024,SPXW240514C05095000,0,0,69.9,70.5,0,0.1477,0.4628,0.0019,0,5095.00,SPXW240514P05095000,0,0,93.6,94.2,0,0.1478,-0.5374,0.0019,0
Tue May 14 2024,SPXW240514C05100000,76.18,1.33,67.3,67.9,2,0.147,0.453,0.0019,53,5100.00,SPXW240514P05100000,90.89,0,96,96.6,0,0.1472,-0.5473,0.0019,55
Wed May 15 2024,SPXW240515C04975000,0,0,148.4,149,0,0.1678,0.6668,0.0015,0,4975.00,SPXW240515P04975000,56.98,0,52.8,53.3,0,0.168,-0.3335,0.0015,51
Wed May 15 2024,SPXW240515C04980000,0,0,144.8,145.4,0,0.167,0.6596,0.0016,0,4980.00,SPXW240515P04980000,52.6,-2.75,54.1,54.7,2,0.1672,-0.3407,0.0016,21
Wed May 15 2024,SPXW240515C04990000,0,0,137.7,138.3,0,0.1655,0.6448,0.0016,0,4990.00,SPXW240515P04990000,56,0,57,57.6,0,0.1657,-0.3554,0.0016,1
Wed May 15 2024,SPXW240515C05000000,147.14,0,130.7,131.4,0,0.1641,0.6296,0.0016,5,5000.00,SPXW240515P05000000,62.19,0,60,60.6,0,0.1642,-0.3707,0.0016,78
Wed May 15 2024,SPXW240515C05010000,0,0,123.9,124.4,0,0.1624,0.6139,0.0017,0,5010.00,SPXW240515P05010000,63.94,-0.21,63.2,63.7,6,0.1628,-0.3863,0.0017,7
Wed May 15 2024,SPXW240515C05020000,119.69,-6.16,117.2,117.8,2,0.1611,0.5977,0.0017,0,5020.00,SPXW240515P05020000,60.18,-7.17,66.5,67,2,0.1613,-0.4025,0.0017,6
Wed May 15 2024,SPXW240515C05025000,114.06,-8.49,113.9,114.5,4,0.1603,0.5895,0.0017,17,5025.00,SPXW240515P05025000,75.83,0,68.2,68.8,0,0.1605,-0.4107,0.0017,4
Wed May 15 2024,SPXW240515C05030000,112.35,-6.9,110.8,111.3,1,0.1596,0.5812,0.0017,0,5030.00,SPXW240515P05030000,67.96,0,69.9,70.5,0,0.1599,-0.419,0.0017,31
Wed May 15 2024,SPXW240515C05040000,0,0,104.5,105,0,0.1582,0.5642,0.0018,0,5040.00,SPXW240515P05040000,72.46,-1.79,73.6,74.2,5,0.1584,-0.4357,0.0018,18
Wed May 15 2024,SPXW240515C05050000,100.45,-6.1,98.3,98.8,1,0.1567,0.5468,0.0018,700,5050.00,SPXW240515P05050000,78.43,0.53,77.4,78,61,0.157,-0.4534,0.0018,113
Wed May 15 2024,SPXW240515C05060000,95.1,0,92.3,92.9,0,0.1553,0.5291,0.0018,1,5060.00,SPXW240515P05060000,81.34,-0.41,81.3,81.9,18,0.1556,-0.4711,0.0018,8
Wed May 15 2024,SPXW240515C05070000,89,-5.55,86.6,87.1,10,0.154,0.511,0.0018,5,5070.00,SPXW240515P05070000,79.45,-6.3,85.5,86.1,49,0.1542,-0.4889,0.0018,31
Wed May 15 2024,SPXW240515C05075000,98.41,0,83.7,84.3,0,0.1532,0.5018,0.0018,26,5075.00,SPXW240515P05075000,88.5,0,87.7,88.3,0,0.1534,-0.4984,0.0018,60
Wed May 15 2024,SPXW240515C05080000,86.5,-2.25,81,81.5,52,0.1526,0.4925,0.0018,112,5080.00,SPXW240515P05080000,90.72,0,89.9,90.5,0,0.1527,-0.5077,0.0018,12
Wed May 15 2024,SPXW240515C05090000,87.5,4.35,75.6,76.1,1,0.1512,0.4738,0.0019,19,5090.00,SPXW240515P05090000,87.8,-6.55,94.4,95,1,0.1514,-0.5264,0.0019,21
Wed May 15 2024,SPXW240515C05100000,70.5,-7.25,70.4,70.9,12,0.1499,0.4549,0.0019,51,5100.00,SPXW240515P05100000,89.91,-8.94,99.2,99.8,2,0.15,-0.5453,0.0019,40
Wed May 15 2024,SPXW240515C05110000,67.9,-4.7,65.4,65.9,12,0.1486,0.4357,0.0019,182,5110.00,SPXW240515P05110000,104.64,0.99,104.1,104.7,4,0.1487,-0.5645,0.0019,14
Wed May 15 2024,SPXW240515C05120000,60.5,-7.05,60.6,61.1,4,0.1473,0.4165,0.0019,244,5120.00,SPXW240515P05120000,107.55,-1,109.3,109.9,7,0.1474,-0.5838,0.0019,56
Wed May 15 2024,SPXW240515C05125000,58.4,-6.75,58.3,58.7,9,0.1466,0.4068,0.0019,303,5125.00,SPXW240515P05125000,113.77,0,111.9,112.6,0,0.1468,-0.5934,0.0019,29
Wed May 15 2024,SPXW240515C05130000,57.1,-5.65,56,56.5,7,0.146,0.3971,0.0019,91,5130.00,SPXW240515P05130000,112.85,-0.9,114.6,115.3,1,0.1461,-0.6031,0.0019,34
Thu May 16 2024,SPXW240516C04975000,0,0,150.9,151.6,0,0.1682,0.6661,0.0015,0,4975.00,SPXW240516P04975000,55.9,0,54,54.5,0,0.1685,-0.3345,0.0015,9
Thu May 16 2024,SPXW240516C04980000,0,0,147.3,148,0,0.1675,0.659,0.0015,0,4980.00,SPXW240516P04980000,61.23,0,55.4,55.9,0,0.1677,-0.3415,0.0015,4
Thu May 16 2024,SPXW240516C04990000,0,0,140.2,140.9,0,0.1661,0.6445,0.0016,0,4990.00,SPXW240516P04990000,62.74,0,58.3,58.9,0,0.1663,-0.356,0.0016,4
Thu May 16 2024,SPXW240516C05000000,137.91,-4.09,133.2,133.9,2,0.1645,0.6296,0.0016,0,5000.00,SPXW240516P05000000,55.38,-6.87,61.3,61.9,1,0.1647,-0.3709,0.0016,29
Thu May 16 2024,SPXW240516C05010000,0,0,126.4,127.1,0,0.1631,0.6142,0.0016,0,5010.00,SPXW240516P05010000,68.96,0,64.4,65,0,0.1633,-0.3863,0.0016,1
Thu May 16 2024,SPXW240516C05020000,0,0,119.8,120.5,0,0.1616,0.5985,0.0017,0,5020.00,SPXW240516P05020000,72.3,0,67.7,68.3,0,0.1618,-0.402,0.0017,25
Thu May 16 2024,SPXW240516C05025000,0,0,116.5,117.2,0,0.161,0.5904,0.0017,0,5025.00,SPXW240516P05025000,51.8,0,69.5,70,0,0.1611,-0.4101,0.0017,20
Thu May 16 2024,SPXW240516C05030000,117.24,-4.46,113.3,114,2,0.1602,0.5823,0.0017,17,5030.00,SPXW240516P05030000,78.12,0,71.2,71.8,0,0.1605,-0.4182,0.0017,8
Thu May 16 2024,SPXW240516C05040000,112.8,0,107,107.7,0,0.1588,0.5657,0.0017,1,5040.00,SPXW240516P05040000,68.87,-6.48,74.8,75.4,1,0.159,-0.4348,0.0017,2
Thu May 16 2024,SPXW240516C05050000,106.55,0,100.8,101.5,0,0.1574,0.5487,0.0018,8,5050.00,SPXW240516P05050000,72.08,-6.92,78.6,79.2,1,0.1576,-0.4518,0.0018,20
Thu May 16 2024,SPXW240516C05060000,102.54,0,94.8,95.5,0,0.156,0.5314,0.0018,30,5060.00,SPXW240516P05060000,81.95,0,82.6,83.2,0,0.1562,-0.4692,0.0018,8
Thu May 16 2024,SPXW240516C05070000,99.3,0,89,89.7,0,0.1545,0.5137,0.0018,9,5070.00,SPXW240516P05070000,85.85,0,86.7,87.3,0,0.1548,-0.4869,0.0018,7
Thu May 16 2024,SPXW240516C05075000,98.5,0,86.2,86.8,0,0.1539,0.5047,0.0018,7,5075.00,SPXW240516P05075000,89.93,0,88.9,89.5,0,0.1542,-0.4958,0.0018,21
Thu May 16 2024,SPXW240516C05080000,90.4,0,83.4,84.1,0,0.1532,0.4957,0.0018,4,5080.00,SPXW240516P05080000,97.13,0,91,91.6,0,0.1534,-0.5049,0.0018,2
Thu May 16 2024,SPXW240516C05090000,144.79,0,78,78.6,0,0.1518,0.4774,0.0018,1,5090.00,SPXW240516P05090000,55.6,0,95.6,96.2,0,0.1521,-0.5231,0.0018,4
Thu May 16 2024,SPXW240516C05100000,75.52,0,72.7,73.3,0,0.1504,0.4588,0.0018,18,5100.00,SPXW240516P05100000,92.78,0,100.3,100.9,0,0.1508,-0.5417,0.0018,58
Thu May 16 2024,SPXW240516C05110000,73.46,0,67.7,68.3,0,0.1492,0.4401,0.0018,80,5110.00,SPXW240516P05110000,93.66,-10.94,105.2,105.8,2,0.1494,-0.5604,0.0018,35
Thu May 16 2024,SPXW240516C05120000,65.49,0,62.8,63.4,0,0.1478,0.4213,0.0018,22,5120.00,SPXW240516P05120000,114.55,0,110.3,110.9,0,0.1481,-0.5793,0.0018,41
Thu May 16 2024,SPXW240516C05125000,64.4,0,60.5,61.1,0,0.1472,0.4118,0.0018,38,5125.00,SPXW240516P05125000,102.22,-9.78,112.9,113.6,4,0.1474,-0.5887,0.0018,12
Thu May 16 2024,SPXW240516C05130000,61.91,0,58.2,58.8,0,0.1466,0.4023,0.0018,311,5130.00,SPXW240516P05130000,128.51,0,115.6,116.3,0,0.1468,-0.5982,0.0018,9
Fri May 17 2024,SPXW240517C05030000,119.4,-4.35,115.5,115.9,9,0.1605,0.5823,0.0017,341,5030.00,SPXW240517P05030000,72,-1.3,72.8,73.1,4,0.1608,-0.4183,0.0017,1675
Fri May 17 2024,SPXW240517C05035000,115,0,112.3,112.7,0,0.1599,0.5742,0.0017,34,5035.00,SPXW240517P05035000,73.4,-1.6,74.6,74.9,3,0.1601,-0.4264,0.0017,1623
Fri May 17 2024,SPXW240517C05040000,120.5,3.2,109.2,109.6,4,0.1591,0.566,0.0017,199,5040.00,SPXW240517P05040000,75.19,-1.61,76.4,76.7,11,0.1593,-0.4346,0.0017,879
Fri May 17 2024,SPXW240517C05045000,119.05,4.9,106.1,106.5,2,0.1584,0.5577,0.0017,43,5045.00,SPXW240517P05045000,78.1,-0.5,78.3,78.6,13,0.1587,-0.4429,0.0017,490
Fri May 17 2024,SPXW240517C05050000,105.1,-6,103,103.4,42,0.1578,0.5493,0.0017,692,5050.00,SPXW240517P05050000,80.6,0.15,80.2,80.5,105,0.158,-0.4513,0.0017,2832
Fri May 17 2024,SPXW240517C05055000,102.7,-5.2,100,100.3,7,0.157,0.5408,0.0017,179,5055.00,SPXW240517P05055000,83.4,1.1,82.1,82.5,20,0.1572,-0.4597,0.0017,377
Fri May 17 2024,SPXW240517C05060000,100.23,-4.62,97,97.4,15,0.1564,0.5323,0.0017,229,5060.00,SPXW240517P05060000,81.24,-3.01,84.1,84.5,5,0.1565,-0.4683,0.0017,869
